nazwa firmy;adres;www;email;telefony;branże
Galeria Glazury - Glazura, Terakota;ul. Przy Bażantarni 302-793 Warszawa - Ursynów;www.galeriaglazury.com;None;['tel. (022) 648 61 88'];['Glazura i terakota']
Glazurnictwo Łazienki Katalogowe Mirosław Kapela;ul. Biała Droga 12934-123 Chocznia;www.glazurka.pl;None;['kom. 696 211 249'];['Glazura i terakota', 'Remonty i usługi budowlane']
Gres 24 Jacek Ostrowski;ul. Długa 15127-400 Ostrowiec Świętokrzyski;None;None;['tel./fax (41) 247 53 74', 'kom. 507 173 252'];['Glazura i terakota', 'Łazienki - wyposażenie']
Ital Ceramica;ul. Dworcowa 3405-500 Piaseczno;www.glazura.strefa.pl;None;['tel. (22) 750 18 62', 'fax (22) 735 03 64'];['Glazura i terakota']
Ital-ceramik Żuchowska-Zanella G.;ul. Zbrowskiego 6326-610 Radom;None;None;['tel. (48) 344 30 26', 'tel. (22) 891 14 12'];['Glazura i terakota', 'Materiały budowlane']
OL-FLIZ FHU;ul. Słowackiego 10432-400 Myślenice;www.olfliz.pl;None;['tel. (12) 272 33 23', 'kom. 693 556 946'];['Glazura i terakota', 'Łazienki - wyposażenie']
Promarpol;ul. Stefana Batorego 17/159-220 Legnica;www.twojeplytki24.pl;None;['kom. 509 511 027'];['Glazura i terakota', 'Materiały budowlane', 'Remonty i usługi budowlane']
Tubądzin Management Group Sp. z o.o.;Cedrowice Parcela 1195-035 Ozorków;www.tubadzin.pl;None;['tel. (42) 710 37 00', 'fax (42) 710 37 99'];['Glazura i terakota']
Usługi Glazurnicze - Płytki Mariusz Piotrowski;ul. Potokowa 19/492-002 Łódź - Widzew;www.glazurniklodz.pl;None;['kom. 660 322 160'];['Glazura i terakota']
Z.U.P.H. STAL-BET;ul. Jana Wiktora 1536-100 Kolbuszowa;None;None;['tel./fax (17) 227 30 47'];['Glazura i terakota', 'Beton, wyroby betonowe', 'Materiały budowlane']
Cer-Bud Zenon Szynwelski;ul. Przemysłowa 489-620 Chojnice;www.cer-bud.com;None;['tel./fax (52) 397 80 70', 'tel./fax (52) 397 96 95'];['Materiały budowlane', 'Glazura i terakota']
Ceram City;ul. Zakopiańska 5630-418 Kraków - Podgórze;www.ceramcity.pl;None;['tel. (12) 357 20 57'];['Łazienki - wyposażenie', 'Glazura i terakota']
DIRS;ul. Santocka 4470-071 Szczecin;www.dirs.szczecin.pl;None;['tel. (91) 484 89 30', 'fax (91) 484 89 20'];['Łazienki - wyposażenie', 'Glazura i terakota', 'Instalacje, urządzenia sanitarne']
EURO-MONTAŻ Maciej Kopczyński;ul. Chopina 1142-480 Poręba;www.euro-montaz.com;None;['kom. 500 229 302'];['Remonty i usługi budowlane', 'Glazura i terakota']
Firma Remontowo-Budowlana Kartel;ul. Wodna 611-612 Kruklanki;None;None;['kom. 505 840 222'];['Remonty i usługi budowlane', 'Glazura i terakota', 'Sufity podwieszane', 'Firmy budowlane', 'Drzwi']
KAD Decor Daniel Dutkiewicz;ul. Wysoka 3 m.1595-080 Tuszyn;www.kaddecor.pl;None;['kom. 604 125 329'];['Remonty i usługi budowlane', 'Glazura i terakota']
Salon Łazienek EWAND;ul. Bielska 4743-430 Skoczów;www.ewand.skoczow.pl;None;['tel. (33) 858 49 95-96'];['Łazienki - wyposażenie', 'Glazura i terakota', 'Kleje, żywice']
Zakład Produkcji Ceramiki ALFA-CER;Kopaniny 11h26-200 Końskie;www.alfacer.pl;None;['tel. (41) 372 17 93', 'fax (41) 372 17 94'];['Ceramika, porcelana', 'Glazura i terakota']
DOMEX;ul. J.Conrada 1301-922 Warszawa - Bielany;www.domex.waw.pl;domex@domex.waw.pl;['tel./fax (22) 669 16 19', 'kom. 604 526 645', 'kom. 730 006 819'];['Kasy fiskalne', 'Drukarki, urządzenia peryferyjne, materiały eksploatacyjne', 'Komputery, oprogramowanie', 'Wyposażenie sklepów', 'Wyposażenie banków', 'Nawigacja', 'Telefony komórkowe - akcesoria, sprzedaż, naprawa, usługi', 'Gry komputerowe, konsole, akcesoria']
IGT Poland Sp. z o.o.;Aleje Jerozolimskie 9200-807 Warszawa - Wola;www.igt.com;None;['tel. (22) 336 69 99'];['Komputery, oprogramowanie', 'Gry komputerowe, konsole, akcesoria']
Adria Games;ul. 3 Maja 14/385-016 Bydgoszcz;adriagames.com;team@adriagames.com;['kom. 500 860 281'];['Gry komputerowe, konsole, akcesoria']
Gamefinity;ul. gen. Romualda Traugutta 5626-600 Radom;gamefinity.pl;kontakt@gamefinity.pl;['tel. (48) 660 20 30'];['Gry komputerowe, konsole, akcesoria']
VICTORIA GAMES Przemysław Dziedzic;ul. Bezpieczna 1251-114 Wrocław - Psie Pole;None;victoriagames.wroclaw@gmail.com;['kom. 459 335 325'];['Gry komputerowe, konsole, akcesoria']
4CONSOLE;Aleja Komisji Edukacji Narodowej 94/1002-722 Warszawa - Ursynów;www.4console.pl;sklep@4console.pl;['tel. (22) 403 73 73'];['Gry komputerowe, konsole, akcesoria']
ACTIVER Aktywna Rekreacja;ul. 21 Pułku Piechoty Dzieci Warszawy 7/3003-983 Warszawa - Praga Południe;www.activer.com.pl;biuro@activer.com.pl;['fax (22) 402 46 15', 'kom. 501 599 703'];['Gry komputerowe, konsole, akcesoria']
APN Serwis;ul. Elizy Orzeszkowej 3843-303 Bielsko-Biała;www.apnserwis.pl;info@apnserwis.pl;['tel. (33) 474 24 71'];['Gry komputerowe, konsole, akcesoria', 'Telefony komórkowe - akcesoria, sprzedaż, naprawa, usługi', 'Informatyka', 'Komputery, oprogramowanie']
Bestgamer;ul. Nowolipki 2001-019 Warszawa - Wola;www.bestgamer.pl;sklep@bestgamer.pl;['tel. (22) 403 47 24'];['Gry komputerowe, konsole, akcesoria']
Black Games;ul. Podwale 1650-043 Wrocław - Stare Miasto;www.blackgames.pl;sklep@blackgames.pl;['kom. 733 113 110', 'kom. 530 736 796'];['Gry komputerowe, konsole, akcesoria']
BLUEGAMES;ul. Targowa 72/3303-734 Warszawa;www.bluegames.pl;sklep@bluegames.pl;['kom. 515 787 692'];['Gry komputerowe, konsole, akcesoria']
CD Projekt S.A.;ul. Jagiellońska 7403-301 Warszawa - Praga Północ;www.cdprojekt.com;None;['tel. (22) 519 69 00', 'fax (22) 519 69 49'];['Gry komputerowe, konsole, akcesoria']
Cenega S.A.;ul. Krakowiaków 5002-255 Warszawa - Włochy;www.cenega.pl;None;['tel. (22) 574 25 01', 'fax (22) 574 25 05'];['Gry komputerowe, konsole, akcesoria']
DRAGO Sp. z o.o.;ul. Albańska 330-662 Kraków;www.drago-entertainment.com;info@drago-entertainmentcom;['tel. (12) 346 28 57'];['Gry komputerowe, konsole, akcesoria']
DreamStorm Studios Piotr Penar;ul. Konarskiego 18c44-100 Gliwice;www.dreamstormstudios.com;hello@dreamstormstudios.com;['kom. 696 097 375'];['Gry komputerowe, konsole, akcesoria', 'Komputery, oprogramowanie']
DrOmnibus Sp. z o.o.;ul SŁOWACKIEGO 10/530-037 Kraków;www.dromnibus.com;kontakt@dromnibus.com;['kom. 731 171 587'];['Gry komputerowe, konsole, akcesoria']
ExGames;ul. Krakowska 3134-130 Kalwaria Zebrzydowska;exgames.pl;sklep@exgames.pl;['kom. 731 664 444'];['Gry komputerowe, konsole, akcesoria']
EXPORT Z POLSKI Diana Żylińska;ul. Pułaskiego 7716-400 Suwałki;www.bombowacena.pl;biuro@export-z-polski.pl;['kom. 602 312 527'];['Gry komputerowe, konsole, akcesoria']
F.H.U. EXPERT-PLUS;ul. Krausego 186-105 Świecie;www.expert-plus.pl;biuro@3kropki.pl;['tel. (52) 331 58 40'];['Gry komputerowe, konsole, akcesoria', 'Zabawki']
F.H.U. KARLIK Games Shop;ul. Wolności 43a42-300 Myszków;www.gramtanio.pl;None;['kom. 535 900 055'];['Gry komputerowe, konsole, akcesoria']
gram.pl Sp. z o.o.;ul. Jagiellońska 7403-301 Warszawa - Praga Północ;www.gram.pl;None;['tel. (22) 332 22 32'];['Gry komputerowe, konsole, akcesoria']
PRO-GAMER Dariusz Piłat;ul. Łuczyńskiego 5296-100 Skierniewice;www.pro-gamer.com.pl;None;['kom. 608 010 202'];['Gry komputerowe, konsole, akcesoria']
Świat Gier i Konsol;ul. Wolności 25141-800 Zabrze;www.swiatkonsol.com.pl;None;['kom. 505 596 210'];['Gry komputerowe, konsole, akcesoria']
EM & EM Sp.j.;ul. Borecka 2703-034 Warszawa - Białołęka;www.sklep.emem.com.pl;sprzedaz4@emem.com.pl;['tel. (22) 676 77 46', 'tel. (22) 819 01 36', 'tel. (22) 811 00 44', 'tel. (22) 819 07 09', 'tel./fax (22) 819 01 36 w.110', 'kom. 784 039 766'];['Handel - międzynarodowy, pośrednictwo', 'AGD - naprawa, sprzedaż, produkcja', 'Zabawki', 'Ozdoby świąteczne', 'Ceramika, porcelana', 'Dekoracje, wyposażenie wnętrz', 'Kwiaty, rośliny sztuczne', 'Łazienki - wyposażenie']
D2C - Przedstawiciel Danesi Caffe, Kawa Euforia i Just-t;ul. Powsińska 61/63 lok.p902-903 Warszawa - Mokotów;www.mondodelcaffe.it;biuro@mondodelcaffe.pl;['kom. 669 234 134'];['Kawa i herbata', 'Gastronomiczny sprzęt, wyposażenie', 'Handel - międzynarodowy, pośrednictwo', 'Szkolenia, kursy']
FHU Mirosław Konopka;ul. Sadowa 29 Porosły16-070 Choroszcz;www.auto-konopka.otomoto.pl;danmirk@WP-P‘;['kom. 603 633 734', 'kom. 723 666 328'];['Dźwigi i urządzenia dźwigowe', 'Transport, spedycja', 'Handel - międzynarodowy, pośrednictwo']
Fide-Trans Sp.j.;ul. Hutnicza 381-212 Gdynia;www.fide-trans.com;transport@fide-trans.com;['tel./fax (58) 781 27 19', 'kom. 515 171 954'];['Transport, spedycja', 'Kontenery', 'Handel - międzynarodowy, pośrednictwo']
POLSTAL Sp.j.;ul. Kosynierów 4841-200 Sosnowiec;www.polstal.pl;m.slabosz@polstal.pl;['tel. (32) 296 40 00'];['Konstrukcje metalowe, aluminiowe, stalowe', 'Hutnictwo, wyroby hutnicze', 'Handel - międzynarodowy, pośrednictwo']
Aluteam-Alumeco Sp. z o.o.;ul. Żołnierzy I Armii Wojska Polskiego 2035-301 Rzeszów;www.aluteam-alumeco.com.pl;mail@aluteam-alumeco.com.pl;['tel. (17) 860 16 01', 'tel./fax (17) 860 16 02'];['Konstrukcje metalowe, aluminiowe, stalowe', 'Handel - międzynarodowy, pośrednictwo', 'Materiały budowlane']
California Trailer Sp. z o.o.;ul. Sidorska 117c21-500 Biała Podlaska;www.c-t.pl;biuro@c-t.pl;['tel. (83) 343 23 33', 'tel. (83) 343 91 40', 'fax (83) 311 34 00'];['Transport, spedycja', 'Agencje, składy celne', 'Handel - międzynarodowy, pośrednictwo', 'Magazyny, systemy magazynowe, logistyka', 'Maszyny do obróbki metali', 'Wypożyczalnie samochodów', 'Warsztaty samochodowe, autoryzowane serwisy']
Grupa Eurotrader321 Sp. z o.o.;ul. Józefa Piłsudskiego 1963-400 Ostrów Wielkopolski;www.eurotrader321.pl;info@eurotrader321.pl;['kom. 603 903 979', 'kom. 690 004 178', 'kom. 690 004 179'];['Outsourcing', 'Handel - międzynarodowy, pośrednictwo', 'Doradztwo personalne']
KEDA Dalecki i Wspólnicy Sp.j.;ul. Grunwaldzka 12484-230 Rumia;www.keda.pl;biuro@keda.pl;['tel./fax (58) 671 93 42', 'kom. 602 103 074', 'kom. 695 935 430'];['Konstrukcje metalowe, aluminiowe, stalowe', 'BHP', 'Wyposażenie sklepów', 'Zabezpieczające systemy', 'Handel - międzynarodowy, pośrednictwo']
PAKON Kwiatkowski i Spółka Sp.j.;ul. Stalowa 447-400 Racibórz;pakon.pl;pakon@pakon.pl;['tel./fax (32) 415 21 37', 'tel./fax (32) 419 08 43', 'tel./fax (32) 419 08 44'];['Opakowania i pojemniki', 'Handel - międzynarodowy, pośrednictwo']
AGRA-FARM Roman Baranowski;Kębłowo Nowowiejskie 4684-351 Nowa Wieś Lęborska;www.agra-farm.pl;biuro@agrafarm.pl;['kom. 507 186 237', 'kom. 507 186 498', 'kom. 504 837 771', 'kom. 512 622 868'];['Wyposażenie budynków inwentarskich', 'Handel - międzynarodowy, pośrednictwo']
ART-BAU Rusztowania;ul. Wodna 247-300 Krapkowice;www.art-bau.com.pl;biuro@art-bau.com.pl;['kom. 512 801 214'];['Rusztowania, szalunki', 'Handel - międzynarodowy, pośrednictwo']
Green Polska Sp. z o.o.;ul. Adama Próchnika 8c/23601-585 Warszawa - Żoliborz;www.greenpolska.pl;green@greenpolska.pl;['tel. (22) 721 57 78'];['Owoce i warzywa - przetwórstwo, sprzedaż', 'Handel - międzynarodowy, pośrednictwo']
Hurtownia Elektryczna Elhurt Plus;Osieczany 48032-400 Myślenice;www.elhurtplus.pl;info@elhurtplus.pl;['tel. (12) 373 10 50'];['Elektrotechnika - sprzęt, usługi', 'Oświetlenie, lampy', 'Handel - międzynarodowy, pośrednictwo']
POLSTAL Przedsiębiorstwo Obrotu Wyrobami Hutniczymi;ul.Jana Szymczaka 1/301-227 Warszawa - Wola;www.polstal.eu;polstal@polstal.eu;['tel. (22) 631 90 59', 'tel./fax (22) 631 53 55', 'kom. 606 918 341'];['Hutnictwo, wyroby hutnicze', 'Handel - międzynarodowy, pośrednictwo', 'Materiały budowlane']
SJ.Consulting Joanna Sobieraj;ul. Kossaka39-400 Tarnobrzeg;sj-consulting.com.pl;info@sj-consulting.com.pl;['kom. 798 014 548'];['Doradztwo', 'Handel - międzynarodowy, pośrednictwo', 'Tłumaczenia']
Zielona Strefa Sp. z o.o.;ul. Łąkowa 995-070 Aleksandrów Łódzki;www.zielonastrefa.normalia.pl;zielona.strefa@o2.pl;['tel. (42) 684 94 59', 'tel. (42) 684 94 91', 'kom. 790 855 523'];['Łożyska', 'Handel - międzynarodowy, pośrednictwo']
ABB Export-Import;ul. Kruszwicka 21b71-043 Szczecin;serwer19392.lh.pl;None;['kom. 602 650 866'];['Handel - międzynarodowy, pośrednictwo']
Agencja Handlu Zagranicznego RICHARD;ul. Sarmacka 18/10500-074 Warszawa - Śródmieście;www.e-ideal.eu;dominik@active-credit.pl;['tel. (22) 830 03 35', 'fax (22) 83 070 15'];['Handel - międzynarodowy, pośrednictwo']
Colour Piotr Wojdyła;ul. Piastowska 1209-200 Sierpc;None;None;['kom. 691 216 877'];['Handel - międzynarodowy, pośrednictwo']
D.K.-Trade;ul. Średzka 3063-020 Zaniemyśl;www.dk-trade.pl;None;['tel. (61) 285 71 01', 'tel. (61) 286 40 97', 'fax (61) 286 49 63'];['Handel - międzynarodowy, pośrednictwo']
Insit Handel Hurtowy i Usługi Specjalistyczne;ul. Św.Kazimierza 805-816 Michałowice;None;None;None;['Handel - międzynarodowy, pośrednictwo']
Jantar Baltic S.A.;ul. Hoża 86 lok.21400-682 Warszawa - Śródmieście;None;None;['kom. 574 746 779'];['Handel - międzynarodowy, pośrednictwo']
KAMAKO Sp. z o.o.;ul. Warszawska 18/287-100 Toruń;www.kamako.pl;None;['tel. (56) 676 84 15', 'fax (32) 757 85 52', 'kom. 796 140 589'];['Handel - międzynarodowy, pośrednictwo']
LUKA STS;ul. Powstańców Wielkopolskich 3370-111 Szczecin;www.handel-chiny.com;None;['tel. (91) 487 48 10', 'kom. 501 745 789'];['Handel - międzynarodowy, pośrednictwo']
MiNt Sp. z o.o.;ul. Dawidowska 1005-500 Piaseczno;www.mint.pl;None;['tel. (22) 332 22 79', 'fax (22) 332 22 76'];['Handel - międzynarodowy, pośrednictwo', 'Fundusze unijne', 'Doradztwo']
Retourware24;ul. Łokietka 8a59-700 Bolesławiec;retourware24.pl;None;['tel. (75) 648 91 81', 'kom. 796 381 949'];['Handel - międzynarodowy, pośrednictwo']
Tomasz Zasada Przedsiębiorstwo Handlowo-Usługowe;ul. Mszczonowska 27/4496-100 Skierniewice;None;None;['kom. 606 965 421'];['Handel - międzynarodowy, pośrednictwo']
WGT S.A.;ul. Chmielna 85/8700-805 Warszawa - Śródmieście;www.wgt.com.pl;None;['tel. (22) 626 95 85', 'fax (22) 626 95 83'];['Handel - międzynarodowy, pośrednictwo']
M-Trade Sp. z o.o.;ul. Bonifraterska 1700-203 Warszawa - Wola;www.mtrade.pl;None;['tel. (22) 332 57 35'];['Doradztwo', 'Handel - międzynarodowy, pośrednictwo']
PH Euro-Gryf II;ul. Czeska 10/671-780 Szczecin;www.euro-gryf2.pl;None;['kom. 501 607 836'];['Łazienki - wyposażenie', 'AGD - naprawa, sprzedaż, produkcja', 'Dekoracje, wyposażenie wnętrz', 'Handel - międzynarodowy, pośrednictwo', 'Kwiaty, rośliny sztuczne', 'Obrusy, serwetki']
Pokoje Gościnne z Wyżywieniem u Adeli;ul. Podgórska 1634-532 Czarna Góra;www.uadeli.prv.pl;None;['tel. (18) 208 20 09', 'kom. 604 834 060', 'kom. 537 301 333'];['Pokoje gościnne, domki letniskowe', 'Handel - międzynarodowy, pośrednictwo']
Transport-Handel Krzysztof Rogala;ul. Żeromskiego 599-400 Łowicz;None;None;['kom. 601 069 699'];['Transport, spedycja', 'Handel - międzynarodowy, pośrednictwo']
Hotel Amelia;ul. Energetyczna 285-885 Bydgoszcz;www.hotel-amelia.pl;hotel@hotel-amelia.pl;['tel. (52) 320 32 83'];['Hotele, motele, hostele', 'Restauracje, bary, puby']
HOTEL MATEJKO ***;plac Matejki 831-157 Kraków - Śródmieście;www.matejkohotel.pl;biuro@matejkohotel.pl;['tel. (12) 422 47 37', 'fax (12) 422 47 80'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Organizacja kongresów, sympozjów, konferencji']
Hotel MIR-JAN SPA *** Klinika Rehabilitacyjna;ul. Kościuszki 7857-540 Lądek-Zdrój;www.hotelmirjan.pl;mirjan@pnet.p|;['tel./fax (74) 814 63 39', 'kom. 516 006 646'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Sale i domy weselne', 'Przyjęcia okolicznościowe']
Hotel SENATOR *** Centrum Konferencyjne & SPA;ul. Bankowa 727-200 Starachowice;www.h-s.pl;recepcja@h-s.pl;['tel./fax (41) 274 03 90'];['Hotele, motele, hostele', 'Organizacja kongresów, sympozjów, konferencji']
Hotel Sympozjum**** &SPA;ul. Kobierzyńska 4730-363 Kraków - Podgórze;www.sympozjum.com.pl;recepcja@sympozjum.com.pl;['tel. (12) 261 86 00', 'fax (12) 261 87 99'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Salony kosmetyczne, odnowa biologiczna, SPA', 'Organizacja kongresów, sympozjów, konferencji', 'Sale i domy weselne']
Hotel Trofana Wellness & SPA ***;ul. Zdrojowa 972-500 Międzyzdroje;hotel-trofana.pl;info@hotel-trofana.pl;['tel. (91) 328 04 82', 'fax (91) 328 03 83'];['Hotele, motele, hostele']
Hotel U PIETRZAKÓW ***;ul. Lipowa 2005-220 Zielonka;www.upietrzakow.pl;recepcja@upietrzakow.pl;['tel./fax (22) 781 88 47'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Przyjęcia okolicznościowe']
KOMOROWSKI Luxury Guest Rooms;ul. Długa 731-147 Kraków - Śródmieście;www.aparthotelkomorowski.com;office@aparthotelkomorowski.com;['kom. 505 989 371'];['Hotele, motele, hostele']
Zajazd DUKAT;Stary Dębsk 4a96-513 Nowa Sucha;www.zajazd-dukat.pl;biuro@zajazd-dukat.pl;['kom. 502 086 694', 'tel./fax (46) 861 09 39'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Ośrodki szkoleniowo-wypoczynkowe']
Apartamenty GALA;ul. Dolna 15732-440 Sułkowice;apartamentygala.com;recepcjaasapartamentygala.com;['tel. (12) 372 40 30', 'fax (12) 271 03 92'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Przyjęcia okolicznościowe']
Bed&Breakfast MIKUNDA;ul. Śląska 87a32-500 Chrzanów;www.mikunda.com.pl;bb@mikunda.com.pl;['tel. (32) 622 71 80', 'kom. 787 458 899'];['Hotele, motele, hostele']
Brant Hotel & Events;ul. Równa 20 Majdan05-462 Wiązowna;www.branthotel.pl;recepcja@branthotel.pl;['tel. (22) 789 00 10'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Przyjęcia okolicznościowe']
Centrum Konferencyjno-Apartamentowe MRÓWKA;ul. Przekorna 3302-971 Warszawa - Wilanów;www.cka-mrowka.pl;recepcja@cka-mrowka.pl;['tel. (22) 894 64 15', 'fax (22) 894 64 14'];['Hotele, motele, hostele', 'Organizacja kongresów, sympozjów, konferencji']
Centrum Szkoleniowo-Wypoczynkowe ENERGETYK;ul. Paderewskiego 1024-150 Nałęczów;www.cswenergetyk.lublin.pl;recepcja@@wenergetyk.lublin.pl;['tel. (81) 501 67 00', 'tel. (81) 501 67 01'];['Hotele, motele, hostele', 'Ośrodki szkoleniowo-wypoczynkowe']
Dolina Charlotty Resort & SPA;Strzelinko 1476-200 Słupsk;www.dolinacharlotty.pl;hotel@charlotta.pl;['tel. (59) 847 43 43', 'tel. (59) 847 43 00', 'fax (59) 847 43 74'];['Hotele, motele, hostele', 'Pensjonaty, ośrodki wczasowe, schroniska', 'Salony kosmetyczne, odnowa biologiczna, SPA', 'Imprezy, eventy', 'Organizacja kongresów, sympozjów, konferencji']
GALERIA GWARNA;ul. Złotoryjska 3059-220 Legnica;www.galeriagwarna.pl;biuro@galeriagwarna.pl;['tel. (76) 746 13 60', 'fax (76) 723 59 66'];['Hotele, motele, hostele', 'Salony kosmetyczne, odnowa biologiczna, SPA']
Haston City Hotel;ul. Irysowa 1-351-117 Wrocław - Psie-Pole;www.haston.pl;hotel@haston.pl;['tel. (71) 322 55 00', 'tel. (71) 320 97 01-02', 'fax (71) 352 77 77'];['Hotele, motele, hostele']
Hotel ADAM & SPA;ul. Lubelska 1a57-350 Kudowa-Zdrój;www.adamspa.pl;recepcja@adamspa.pl;['tel. (74) 866 42 46', 'tel./fax (74) 866 42 33'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Organizacja kongresów, sympozjów, konferencji', 'Przyjęcia okolicznościowe']
Hotel Amber Port;ul. Władysława IV 3 i 3a76-150 Darłowo;www.amberport.pl;recepcja@amberport.pl;['kom. 606 273 047', 'tel. (94) 314 29 38'];['Hotele, motele, hostele']
Hotel SORAY*** Kraków-Wieliczka;ul. Krakowska 14c32-020 Wieliczka;www.soray.pl;kontakt@dworanna.pl;['tel. (12) 284 33 40', 'tel. (12) 281 55 55', 'tel./fax (12) 281 66 66'];['Hotele, motele, hostele', 'Restauracje, bary, puby', 'Organizacja kongresów, sympozjów, konferencji']
Hotel CHEMIK;ul. Wojska Polskiego 4885-825 Bydgoszcz;www.hotel-chemik.pl;None;['tel./fax (52) 374 89 13', 'kom. 504 241 780'];['Hotele, motele, hostele']
Hotel VHM;ul. Leśna 9f84-150 Hel;None;None;['kom. 696 206 789', 'kom. 606 873 237', 'tel. (58) 350 86 59'];['Hotele, motele, hostele']
ATHENA Nowoczesny Kompleks Gastronomiczno-Hotelowy;ul. Częstochowska 242-140 Panki;www.athena.info.pl;None;['tel. (34) 310 40 01', 'fax (34) 319 01 50', 'kom. 660 546 650', 'kom. 660 546 649'];['Restauracje, bary, puby', 'Hotele, motele, hostele', 'Sale i domy weselne', 'Przyjęcia okolicznościowe']
Bar Laguna i Pokoje Gościnne KRZYŚ Karwia;ul. Kolorowa 1184-105 Karwia;www.krzys.afr.pl;None;['kom. 501 046 976'];['Pokoje gościnne, domki letniskowe', 'Hotele, motele, hostele', 'Ośrodki szkoleniowo-wypoczynkowe', 'Agroturystyka', 'Turystyka', 'Restauracje, bary, puby']
Pensjonat BURSZTYNEK;ul. Róży Wiatrów 30 Unieście76-032 Mielno;www.bursztynek.afr.pl;None;['kom. 602 27 05 23', 'kom. 602 649 296'];['Pensjonaty, ośrodki wczasowe, schroniska', 'Pokoje gościnne, domki letniskowe', 'Hotele, motele, hostele', 'Apartamenty']
Grand Ascot Hotel;ul. Józefa Szujskiego 431-123 Kraków - Śródmieście;grandascot.pl;None;['tel. (12) 446 76 00'];['Hotele, motele, hostele']
AGAT Hotel & Restauracja;ul. Strykowska 9491-604 Łódź - Bałuty;www.pensjonatagat.pl;None;['tel. (42) 659 71 93', 'fax (42) 617 02 35'];['Hotele, motele, hostele', 'Restauracje, bary, puby']
AGRO Obiekt Hotelowy;ul. Zwycięska 453-033 Wrocław - Krzyki;www.agrowroclaw.pl;None;['tel./fax (71) 339 72 15'];['Hotele, motele, hostele']
Akor Hotel;ul. Ludwikowo 185-502 Bydgoszcz;www.akorhotel.eu;None;['tel. (52) 518 50 20', 'fax (52) 518 50 60'];['Hotele, motele, hostele']
AMIGO Zajazd;ul. Warszawska 12139-400 Tarnobrzeg;www.zajazdamigo.pl;None;['tel. (15) 641 67 76'];['Hotele, motele, hostele', 'Restauracje, bary, puby']
ARKADIA Motelik & Restauracja;ul.Władysława IV 11775-347 Koszalin;www.arkadiamotel.pl;None;['tel./fax (94) 347 74 37', 'tel. (94) 342 33 22'];['Hotele, motele, hostele', 'Restauracje, bary, puby']
ASTON HOSTEL;ul. Marii Curie Skłodowskiej 631-147 Kraków - Śródmieście;None;None;['tel. (12) 422 20 20'];['Hotele, motele, hostele']
BAZA 15 - Hostel POLOWY S.c.;ul. Romana Dmowskiego 1550-203 Wrocław;www.baza15.pl;None;['kom. 792 726 300', 'kom. 792 726 333'];['Hotele, motele, hostele']
CASA D`ORO;ul. Grottgera 757-300 Kłodzko;www.casadoro.com.pl;None;['tel. (74) 867 02 16', 'fax (74) 867 02 17'];['Hotele, motele, hostele', 'Restauracje, bary, puby']
Centrum Rozrywki i Wypoczynku 3F;ul. Klonowa 1a05-530 Góra Kalwaria;None;None;['tel. (22) 262 86 41', 'kom. (22) 262 86 42', 'kom. 516 879 185'];['Hotele, motele, hostele', 'Siłownie', 'Fitness']
CHICAGO DORM HOSTEL;ul. Kolejowa 1a34-400 Nowy Targ;www.chicagodormhostel.pl;None;['tel. (18) 266 39 88', 'kom. 796 565 556'];['Hotele, motele, hostele']
